id        	scores          	mean	title
y9e1tcWlme	6,6,3,5         	5.0 	Tackling Decision Processes with Non-Cumulative Objectives using Reinforcement Learning
JrhAsf4xNH	6,3,6,5         	5.0 	EM-DARTS: Preventing Performance Collapse in Differentiable Architecture Search with The Edge Mutation Mechanism
JrpMlotoGX	5,5,5,5         	5.0 	FactBench: A Dynamic Benchmark for In-the-Wild Language Model Factuality Evaluation
rpbzBXdo4x	6,5,3,6         	5.0 	Mind Your Step (by Step): Chain-of-Thought can Reduce Performance on Tasks where Thinking Makes Humans Worse
Ju7zj6tUm6	5,5,5,5         	5.0 	How vulnerable is my learned policy? Adversarial attacks on modern behavioral cloning policies
avlfmW32qO	6,6,3,5         	5.0 	Decompose the model: mechanistic interpretability in image models with generalized integrated gradients (GIG)
avNVrQ8D2v	5,5,5,5         	5.0 	PredFormer: Transformers Are Effective Spatial-Temporal Predictive Learners
3vE4B61VSw	3,6,6           	5.0 	Accurate Split Learning on Noisy Signals
l1hk4q7ZY7	6,6,3,5         	5.0 	Relation Augmented Preferential Bayesian Optimization via Preference Propagation
ZAx5DxAucB	5,3,6,5,6       	5.0 	LM4LV: A Frozen Large Language Model for Low-level Vision Tasks
JwoCs9O3QL	6,5,3,6         	5.0 	VLMGuard: Defending VLMs against Malicious Prompts via Unlabeled Data
Jwtpbhheoy	5,5,5           	5.0 	Towards Better Understanding of In-Context Learning Ability from In-Context Uncertainty Quantification
JxhgSAnrsG	5,5,5,5         	5.0 	Is a 3D-Tokenized LLM the Key to Reliable Autonomous Driving?
ZBlfjXubgG	5,1,6,8         	5.0 	Pyramid Vector Quantization for LLMs
K2Tqn8R9pu	6,3,6           	5.0 	Gaussian Differentially Private Human Faces Under a Face Radial Curve Representation
KD9F5Ap878	5,6,6,3         	5.0 	OptiBench: Benchmarking Large Language Models in Optimization Modeling with Equivalence-Detection Evaluation
lgnAEBE1Xq	5,5,5,5         	5.0 	Contrastive Unlearning: A Contrastive Approach to Machine Unlearning
KCVv3tICvp	6,5,6,3         	5.0 	Towards Codec-LM Co-design for Neural Codec Language Models
l3oE5vBjDs	3,6,5,6,5       	5.0 	Neat: Nonlinear Parameter-efficient Adaptation of Pre-trained Models
yAN2oPHs7y	6,3,5,6         	5.0 	Neuro-Symbolic Rule Lists
ZGRRC514rI	3,6,6,5         	5.0 	DeFoG: Defogging Discrete Flow Matching for Graph Generation
NALkteEo9Q	6,6,3,5         	5.0 	Adversarial Inception for Bounded Backdoor Poisoning in Deep Reinforcement Learning
1g4s7ME93g	6,3,5,5,6       	5.0 	Super Robot View Transformer
riTiq3i21b	5,6,3,6         	5.0 	SWE-bench Multimodal: Do Autonomous Programming Systems Generalize to New Software Domains?
am5Z8dXoaV	6,5,6,3         	5.0 	LazyLLM: DYNAMIC TOKEN PRUNING FOR EFFICIENT LONG CONTEXT LLM INFERENCE
NI8AUSAc4i	6,5,3,6         	5.0 	LoRC: Low-Rank Compression for LLMs KV Cache with a Progressive Compression Strategy
l3Q0scRuT9	5,5,5,5         	5.0 	Gradient based Causal Discovery with Diffusion Model
aq7H2pWlEv	5,5,5,5         	5.0 	VoxelKP: A Voxel-based Network Architecture for Human Keypoint Estimation in LiDAR Data
NJqu7xwXZk	5,5,5,5         	5.0 	FedOne: Query-Efficient Federated Learning for Black-box Discrete Prompt Learning
rhfOzJzsKN	5,5,5           	5.0 	Communication-Efficient Federated Learning via Model-Agnostic Projection Adaptation
Na0OnR5WxD	6,6,5,3,5       	5.0 	Redundant Queries in DETR-Based 3D Detection Methods: Unnecessary and Prunable
yORSk4Ycsa	6,3,6,5         	5.0 	ReCogLab: a framework testing relational reasoning, cognitive hypotheses on LLMs
aNf8VCQE0h	6,3,5,6         	5.0 	Almost Sure Reasoning: Generating Verified Formalizations with Language Models and Logical Solvers
4F1a8nNFGK	5,6,6,3         	5.0 	Context is Key: A Benchmark for Forecasting with Essential Textual Information
MH6yUPwVbp	5,6,3,6         	5.0 	Fast and Space-Efficient Fixed-Length Path Optimization
LnKDcqOfgy	3,6,5,6         	5.0 	Rate/Distortion Constrained Model Quantization for Efficient Storage and Inference
LnN5UdhcjT	6,3,5,6         	5.0 	Region-wise Motion Controller for Image-to-Video Generation
a0sK0foX3p	3,6,5,6         	5.0 	FusionBench: A Comprehensive Benchmark of Deep Model Fusion
MFwYXa796v	6,5,3,6         	5.0 	Fewer Questions, Better Answers: Efficient Offline Preference-based Reinforcement Learning via In-Dataset Exploration
r5yolhcrHe	6,5,6,5,3       	5.0 	SeMv-3D: Towards Semantic and Mutil-view Consistency simultaneously for General Text-to-3D Generation with Triplane Priors
lWGXftRS5h	3,8,6,3         	5.0 	On Inductive Biases That Enable Generalization in Diffusion Transformers
LphpWGimIa	3,6,6           	5.0 	Interpreting Attention Layer Outputs with Sparse Autoencoders
MEF8SyXuXG	5,5,5           	5.0 	Learning in complex action spaces without policy gradients
LppenBe0fr	5,5,5,5         	5.0 	SAMBLE: Learning Shape-Specific Sampling Strategies for Point Cloud Shapes with Sparse Attention Map and Adaptive Bin Partitioning
LqBPkN8GTH	5,5,5,5         	5.0 	AITTI: Learning Adaptive Inclusive Token for Text-to-Image Generation
r4Q86nBQka	6,5,6,3         	5.0 	A second-order-like optimizer with adaptive gradient scaling for deep learning
Zltr2XVjDq	6,3,5,6         	5.0 	Stable GNN Embeddings for Relational Data
r4GxmIBDbO	5,5,5,5,5       	5.0 	Diffusion Pretraining for Gait Recognition in the Wild
lOTfiKt4Gc	8,6,3,3         	5.0 	GUARD: Guideline Upholding Test through Adaptive Role-play and Jailbreak Diagnostics for LLMs
lQYi2zeDyh	6,5,3,6         	5.0 	Demystifying amortized causal discovery with transformers
M2MinWsyjC	5,6,3,6         	5.0 	SHIFTING TIME: TIME-SERIES FORECASTING WITH KHATRI-RAO NEURAL OPERATORS
Lz221VLWrO	3,3,5,6,8       	5.0 	ZeroTS: Zero-shot time series prediction via multi-party data-model interaction
qykpnEWf2J	6,3,5,6         	5.0 	Balancing Bias in Two-sided Markets for Fair Stable Matchings
Lxst78Rrwj	3,6,6,5         	5.0 	Causal Graph Learning via Distributional Invariance of Cause-Effect Relationship
ZrnzGzUhNX	5,5,5           	5.0 	Closed-Form Interpretation of Neural Network Latent Spaces with Symbolic Gradients
Lwf5WeiyA9	6,3,5,6         	5.0 	AG-SLAM: Active Gaussian Splatting SLAM
LjQDYcFWmN	6,6,3,5         	5.0 	Symmetric Kernels with Non-Symmetric Data: A Data-Agnostic Learnability Bound
LvTSvdiSwG	5,5,6,3,6       	5.0 	On the Fourier analysis in the SO(3) space : the EquiLoPO Network
qrTOtUdz4Z	5,5,5           	5.0 	Composing Novel Classes: A Concept-Driven Approach to Generalized Category Discovery
1X85iw7tqY	5,6,3,6         	5.0 	CtrlSynth: Controllable Image Text Synthesis for Data-Efficient Multimodal Learning
4HAXypZfsm	6,3,5,6         	5.0 	Supervised Disentanglement Under Hidden Correlations
qq0zZMC4SM	6,3,3,8         	5.0 	Synthetic Datasets for Machine Learning on Spatio-Temporal Graphs using PDEs
M9U49u9GA7	5,5,5,5         	5.0 	SiDyP: Simplex Diffusion with Dynamic Prior for Denoising Llama-Generated Labels
qpI6GO80ri	5,6,6,3         	5.0 	Delving into Temperature Scaling for Adaptive Conformal Prediction
qrTrnrEi9d	5,6,6,3         	5.0 	Translation and Fusion Improves Zero-shot Cross-lingual Information Extraction
MjhTb4gwFP	3,6,6           	5.0 	PerLDiff: Controllable Street View Synthesis Using Perspective-Layout Diffusion Model
a1jpdqRED9	3,6,8,3         	5.0 	Scaling Probabilistic Circuits via Data Partitioning
MJip0YjQkp	3,6,6,5         	5.0 	SPACT18: Spiking Human Action Recognition Benchmark Dataset with Complementary RGB and Thermal Modalities
aNYabH9Th4	5,5,5,5         	5.0 	RITUAL: Random Image Transformations as a Universal Anti-hallucination Lever in LVLMs
L9j8exYGUJ	6,3,6,5         	5.0 	Distributional reasoning in LLMs: Parallel Reasoning Processes in Multi-hop Reasoning
Mh8blXreJW	5,5,5,5         	5.0 	PASER: Post-Training Data Selection for Efficient Pruned Large Language Model Recovery
L9pTokEb8L	5,5,5           	5.0 	Towards Specialized Web Agents Using Production-Scale Workflow Data
lHBQrqVYji	6,5,6,3         	5.0 	Provable Post-Deployment Deterioration Monitoring
47wXbygsvp	5,5,5,5,5       	5.0 	TAGA: Self-supervised Learning for Template-free Animatable Gaussian Avatars
yDy9fZXNJV	5,6,6,3         	5.0 	The Graph's Apprentice: Teaching an LLM Low-Level Knowledge for Circuit Quality Estimation
LBsr2llHz0	5,5,5,5         	5.0 	More Space Is All You Need: Revisiting  Molecular Representation Learning
zWYHsbuedA	5,5,5,5         	5.0 	Combating Hidden Vulnerabilities in Computer Vision Tasks
aKFFpfiJHy	3,6,3,8         	5.0 	Linear Bandits with Partially Observable Features
aJnKjvTtPq	5,5,5,5,5       	5.0 	Low Rank Quantization Adaptation for Large Language Model
MbtA7no8Ys	6,3,6,5         	5.0 	Deciphering and Enhancing Commonsense Reasoning in LLMs from the Perspective of Intrinsic Factual Knowledge Retrieval
LLtUtzSOL5	8,6,3,3         	5.0 	Assessing Episodic Memory in LLMs with Sequence Order Recall Tasks
LNp7KW33Cg	5,5,5,5         	5.0 	Stabilized Neural Dynamics for Behavioral Decoding via Hierarchical Domain Adaptation
qfU5S4cddQ	6,8,3,3         	5.0 	Physics-Informed Weakly Supervised Learning for Interatomic Potentials
LO4MEPoqrG	5,6,3,6         	5.0 	Does Safety Training of LLMs Generalize to Semantically Related Natural Prompts?
LOBhVTtVnc	3,6,5,6         	5.0 	Geometric Spatiotemporal Transformer to Simulate Long-Term Physical Dynamics
r8tMECbxOl	3,8,3,6,5       	5.0 	Language Models Are Good Tabular Learners
Zggz6seq6F	6,3,5,6         	5.0 	Can LVLMs Describe Videos like Humans? A Five-in-One Video Annotations Benchmark for Better Human-Machine Comparison
MKpiaqh7R0	5,5,5,5         	5.0 	Input Compensation for Pruned Models
r9mYbs8RTH	6,5,6,3         	5.0 	Long-form Hallucination Detection with Self-elicitation
rBAnJed1iY	6,3,8,3         	5.0 	A Provably Robust Algorithm for Differentially Private Clustered Federated Learning
yIN4yDCcmo	6,6,3,5         	5.0 	INS-MMBench: A Comprehensive Benchmark for Evaluating LVLMs' Performance in Insurance
a2gBrMu9MP	3,3,8,6         	5.0 	FairLoRA: Targeted Bias Mitigation without Performance Loss
rBzvEEbrF7	3,6,5,6         	5.0 	Q-GaLore: Quantized GaLore with INT4 Projection and Layer-Adaptive Low-Rank Gradients
LVmafig6Tk	5,6,6,3         	5.0 	Generalized Smooth Stochastic Variational Inequalities:  Almost Sure Convergence and Convergence Rates
ZcBhd1F7PA	5,5,5,5         	5.0 	Hierarchical Multi-Grained Reasoning for Object Concept Learning
zUrdd5NRLH	5,6,6,5,3       	5.0 	GROD: Enhancing Generalization of Transformer with Out-of-Distribution Detection
yJAk0n0NyU	5,5,5,5         	5.0 	BlockDance: Reuse Structurally Similar Spatio-Temporal Features to Accelerate Diffusion Transformers
aAxzDb0nlO	5,5,5           	5.0 	Uncertainty Prioritized Experience Replay
LOiYxBcGA9	6,3,6           	5.0 	How does Your RL Agent Explore? An Optimal Transport Analysis of Occupancy Measure Trajectories
MRnZ1KEXSt	5,5,5,5,5       	5.0 	Are Images Indistinguishable to Humans Also Indistinguishable to Classifiers?
JffVqPWQgg	6,5,5,6,3       	5.0 	Knapsack Schema Linking Agent for LLM-Based Text-to-SQL Generation
NbgODSFW3q	5,5,5,5         	5.0 	ReferPix2Pix: Guiding  Multi-Modal LLMs for Image Editing with Referential Pixel Grounding
Z6TQhliDIq	3,6,5,6         	5.0 	Uni-IR: Ambiguity-Reduced Inverse Rendering through a Unified Framework for Glossy Objects
YPvI7SofeZ	5,3,6,6         	5.0 	Scaleable Quantum Control via Physics Constrained Reinforcement Learning
HafxTJjo6a	5,5,5,5         	5.0 	Scaling Concept With Text-Guided Diffusion Models
YS5zdlSzvv	5,5,5,5,5       	5.0 	Unleashing the Power of Deep Dehazing Models: A Physics-guided Parametric Augmentation Net for Image Rehazing
OjP6LUrw1O	5,3,6,6         	5.0 	From GaLore to WeLore: How Low-Rank Weights Non-uniformly Emerge from Low-Rank Gradients
YSJNKWOjKV	6,3,6           	5.0 	Inverse Flow and Consistency Models
sgke1JuVlc	3,3,6,8         	5.0 	Temporal Misinformation and Conversion through  Probabilistic Spiking Neurons
Hbpzrh7JbN	3,5,5,6,6       	5.0 	Saturn: Sample-efficient Generative Molecular Design using Memory Manipulation
CvjXlsBLCX	6,6,3,5         	5.0 	Strength Estimation and Human-Like Strength Adjustment in Games
58AhfT4Zz1	5,3,6,6         	5.0 	Causal-aware Graph Neural Architecture Search under Distribution Shifts
kYkgctT6bU	3,6,6           	5.0 	Practical and Rigorous Extremal Bounds for Gaussian Process Regression via Chaining
Hh6XKefS28	5,6,3,6         	5.0 	Croppable Knowledge Graph Embedding
57yOS3nIVm	5,5,5           	5.0 	Divide and Conform: Unleashing Spatial Filter Atoms for Unsupervised Target Transferability
Hjk1tWIdvL	5,5,5           	5.0 	Hierarchy-Aided Sparse Attention For Fast LLMs Prefilling Inference
Hjp1V6zlZi	3,5,5,6,6       	5.0 	Reducing Bias in Feature Extractors for Extreme Universal Domain Adaptation
HksnKo0iV9	5,5,5,5         	5.0 	TimeBase: The Power of Minimalism in  Long-term Time Series Forecasting
pshLnZzIbW	6,3,5,6         	5.0 	Boosting Parallel Algorithms in Linear Queries for Non-Monotone Submodular Maximization
ptTt8mhS7n	5,3,6,6         	5.0 	In-Context Transfer Learning: Demonstration Synthesis by Transferring Similar Tasks
pxy5wDMnzv	6,5,3,6         	5.0 	InvestAlign: Align LLMs with Investor Decision-Making under Herd Behavior
bj9P8nt5hp	6,6,3,5         	5.0 	GroupCoOp: Group-robust Fine-tuning via Group Prompt Learning
bjkQTInGes	5,5,5,5         	5.0 	Ouroboros3D: Image-to-3D Generation via 3D-aware Recursive Diffusion
sQYQ9i1g86	6,3,6           	5.0 	Constrained Exploitability Descent: Finding Mixed-Strategy Nash Equilibrium by Offline Reinforcement Learning
IAFLoDz6H5	5,3,8,3,6       	5.0 	Effects of Scale on Language Model Robustness
I5S1a1NKxo	6,3,6,5         	5.0 	Data-scarce distillation for large-scale vision language models
OnMRWwOqCs	5,5,5,5         	5.0 	Separate the  Wheat from the Chaff: Winnowing Down Divergent Views in Retrieval Augmented Generation
55oi1LCdDL	5,5,6,3,6       	5.0 	Dual Consolidation for Pre-Trained Model-Based Domain-Incremental Learning
kaqrwQ96xW	5,5,5           	5.0 	Holistic Unlearning Benchmark: A Multi-Faceted Evaluation for Text-to-Image Diffusion Model Unlearning
HozsY9Gdcl	5,5,5           	5.0 	Leveraging Set Assumption for Membership Inference in Language Models
c4Nh4A8Xn5	5,5,5,5         	5.0 	Geo-3DGS: Multi-view Geometry Consistency for 3D Gaussian Splatting and Surface Reconstruction
19QWQSsbOA	6,5,3,6         	5.0 	Multi-scale Conditional Generative Modeling for Microscopic Image Restoration
57iQSl2G2Q	10,1,3,6        	5.0 	Safe Bayesian Optimization for Complex Control Systems via Additive Gaussian Processes
c4wEKJOjY3	3,6,5,6         	5.0 	Out-of-distribution Generalization for Total Variation based Invariant Risk Minimization
bzB7OIbITu	8,6,3,3         	5.0 	Prompt-Independent Safe Decoding to Restrain Unsafe Image Generation for Text-to-Image Models against White-Box Adversary
sOOrTkYgb6	6,3,8,3         	5.0 	DSEG-LIME: Improving Image Explanation by Hierarchical Data-Driven Segmentation
3ep9ZYMZS3	3,3,6,8         	5.0 	Model-Agnostic Knowledge Guided Correction for Improved Neural Surrogate Rollout
cH4VTcCVYs	5,5,5           	5.0 	Policy optimization emerges from noisy representation learning
Go21XxlFCp	6,6,5,3         	5.0 	Learning Adaptive Lighting via Channel-Aware Guidance
t21RmVmJrT	6,6,3,5,5       	5.0 	Understanding the Interplay between Parametric and Contextual Knowledge for Large Language Models
GqsepTIXWy	6,5,3,6         	5.0 	Bi-modality medical images synthesis by a bi-directional discrete process matching method
GrmFFxGnOR	3,3,6,8         	5.0 	Were RNNs All We Needed?
GsCMKwyfWm	6,3,6,5         	5.0 	LVLM-COUNT: Enhancing the Counting Ability of Large Vision-Language Models
cZZMC8VFZc	5,6,3,6         	5.0 	FlashDP: Memory-Efficient and High-Throughput DP-SGD Training for Large Language Models
yeEWZ8qvlS	6,5,5,3,6       	5.0 	Learning Interpretable and Influential Directions with Signal Vectors and Uncertainty Region Alignment
GtlV6o1yUy	3,6,5,6         	5.0 	eRAM-V: From Interaction to Integration in Efficient Multimodal Large Language Models
xrtM8r0zdU	5,5,5,5,5       	5.0 	Sparse Gradient Compression for Fine-Tuning Large Language Models
cVgOIjcNoQ	3,8,3,6         	5.0 	OmniChat: Enhancing Spoken Dialogue Systems with Scalable Synthetic Data for Diverse Scenarios
syUJqBnuD6	5,6,6,3         	5.0 	Multi-Frame Neural Scene Flow: Learning Bounds and Algorithms
P4WnvhVmPV	5,6,6,3         	5.0 	A Unified Theoretical Framework for Understanding Difficult-to-learn Examples in Contrastive Learning
cUnqwFu5OO	5,5,5,5         	5.0 	Last Iterate Convergence in Monotone Mean Field Games
10vaHIOdEe	5,5,5,5         	5.0 	One Model for One Graph: A New Perspective for Pretraining with Cross-domain Graphs
xtTut5lisc	5,5,5           	5.0 	Iterative Feature Space Optimization through Incremental Adaptive Evaluation
Ozfu2uBH55	3,6,6,5         	5.0 	Preference Optimization with Multi-Sample Comparisons
12B3jBTL0V	6,5,3,6         	5.0 	Modeling the Human Visual System: Comparative Insights from Response-Optimized and Task-Optimized Vision Models, Language Models, and different Readout Mechanisms
Oqk1Ui6m0n	6,3,5,3,8       	5.0 	Hessian-Free Natural Gradient Descent for Physics Informed Machine Learning
cJd1BgZ9CS	5,6,3,6         	5.0 	DSI: Faster Inference of Large Language Models via Speculation Parallelism
pmYpa7GpFH	6,3,6,5         	5.0 	LightSAM: Parameter-Agnostic Sharpness-Aware Minimization
5CHcmVzbAz	5,5,5,5         	5.0 	SePPO: Semi-Policy Preference Optimization for Diffusion Alignment
OwntMF6McA	3,6,5,6         	5.0 	Weak-to-Strong Trustworthiness: Eliciting Trustworthiness with Weak Supervision
pl8OJhyArC	5,5,5,5         	5.0 	Hash3D: Training-free Acceleration for 3D Generation
YOrN9vNrqo	3,5,6,6         	5.0 	SparsePO: Controlling Preference Alignment of LLMs via Sparse Token Masks
13G5KXm98a	5,6,3,6         	5.0 	Voronoi Tessellation-based Confidence Decision Boundary Visualization to Enhance Understanding of Active Learning
suJ1z1UX2t	5,5,5,5         	5.0 	Supervised Dimension Contrastive Learning
cPjBTj1Qf5	6,6,3,5         	5.0 	Counterfactual fairness prediction:  Consistent estimation with generative models and theoretical guarantees
H9dNX6TaRE	3,8,3,6         	5.0 	Mitigating Reward Over-optimization in Direct Alignment Algorithms with Adaptive Importance Sampling
kS27PPs3yR	5,5,5,5         	5.0 	Fine-grained Abnormality Prompt Learning for Zero-shot Anomaly Detection
H8QvefExFf	3,5,6,6         	5.0 	T2A-Feedback: Improving Basic Capabilities of Text-to-Audio Generation via Fine-grained AI Feedback
cSHBZ4U9eO	3,5,6,6         	5.0 	An Examination on the Effectiveness of Divide-and-Conquer Prompting in Large Language Models
YKfJFTiRz8	5,3,8,3,5,6     	5.0 	Pre-Training Graph Contrastive Masked Autoencoders are Strong Distillers for EEG
bhUIoQ61pA	6,5,6,3         	5.0 	HuWo：Building Physical Interaction World Models for Humanoid Robot Locomotion
bgpNJBD6Va	6,6,3           	5.0 	No Preference Left Behind: Group Distributional Preference Optimization
bgk4O69SoL	6,6,5,3         	5.0 	Latent Preference Coding: Aligning Large Language Models via Discrete Latent Codes
y5tkxH7kxQ	5,3,6,6         	5.0 	Towards Efficient LLM Grounding for Embodied Multi-Agent Collaboration
kqSmedTcgb	6,6,5,3         	5.0 	Text-Augmented Multimodal LLMs for Chemical Reaction Condition Recommendation
b9w9b6naQG	6,8,3,3         	5.0 	Rényi Neural Processes
b9qIPrOfCw	5,5,5           	5.0 	Continuity-Driven Pose Estimation for Videos
NrfP7zZNiG	5,5,5           	5.0 	Buckle Up: Robustifying LLMs at Every Customization Stage via Data Curation
4rEI2JdHH6	3,8,6,3,5       	5.0 	Let Me Grok for You: Accelerating Grokking via Embedding Transfer from a Weaker Model
rynb4Vn8rb	3,6,6,5         	5.0 	DEQuify your force field: Towards efficient simulations using deep equilibrium models
4qh6nurdYt	6,6,3           	5.0 	Effective Learning with Node Perturbation in Multi-Layer Neural Networks
q9T51gF0fr	6,5,6,3         	5.0 	Understanding Adversarially Robust Generalization via Weight-Curvature Index
kqZCOliBhV	5,6,3,6         	5.0 	Leveraging Side Information with Deep Learning for Linear Inverse Problems: Applications to MR Image Reconstruction
zeBhcfP8tN	5,5,5,5         	5.0 	Trust but Verify: Programmatic VLM Evaluation in the Wild
JL18agpSc3	5,5,5           	5.0 	AutoGeTS: Automated Generation of Text Synthetics for Improving Text Classification
JNhU9NeOFr	5,5,5           	5.0 	Informed Exploration via Generative Modeling
4nU3BLG1ni	5,8,3,3,6       	5.0 	Multi-player Multi-armed Bandits with Delayed Feedback
JPnq9wSuSG	5,6,5,3,6       	5.0 	Adaptive Causal Experimental Design: Amortizing Sequential Bayesian Experimental Design for Causal Models
JQT6iGrXTh	5,3,5,6,6       	5.0 	GFSE: A Foundational Model For Graph Structural Encoding
b6juTJZ1I9	8,6,1,5         	5.0 	Efficient Over-parameterized Matrix Sensing via Alternating Preconditioned Gradient Descent
JapY2HtNI5	5,6,5,6,3       	5.0 	RNAformer: Axial-Attention For Homology-Aware RNA Secondary Structure Prediction
JaTmg8FX3k	3,6,5,6         	5.0 	Provably Efficient Multi-Objective Bandit Algorithms under Preference-Centric Customization
NeVbEYW4tp	3,6,5,6         	5.0 	Efficient Test-Time Prompt Tuning for Vision-Language Models
JZOPwrRYtI	5,5,6,3,6       	5.0 	Interactions Exhibit Clustering Rhythm: A Prevalent Observation for Advancing Temporal Link Prediction
JXogIgQV86	3,6,6           	5.0 	IMPROVING FLOW FIELD PREDICTION OF COMPLEX GEOMETRIES USING SIMPLE GEOMETRIES
qDFpNXnuYK	6,5,3,5,6       	5.0 	Early Period of Training Impacts Adaptation for Out-of-Distribution Generalization: An Empirical Study
q6pm9CObJn	3,5,6,5,6       	5.0 	MTVQA: Benchmarking Multilingual Text-Centric Visual Question Answering
Z4s2oe3Oiq	5,5,5,5         	5.0 	Communication-efficient Algorithms Under Generalized Smoothness Assumptions
Z3n2QauIIk	5,5,5,5         	5.0 	A Finite-Time Analysis of Distributed Q-Learning
Nh1ZH61OqF	3,3,8,6         	5.0 	AdaFM: Adaptive Variance-Reduced Algorithm for Stochastic Minimax Optimization
NhqKHHK4Nk	3,5,6,6         	5.0 	Boosting Recovery in Transformer-Based Symbolic Regression
Z0eiiV3Yyh	6,6,3           	5.0 	FlexCAD: Unified and Versatile Controllable CAD Generation with Fine-tuned Large Language Models
qBSzdiKVcK	3,5,3,8,6,5     	5.0 	Reality Only Happens Once: Single-path Generalization Bounds for Transformers
ljZFM2mhbR	6,5,6,3         	5.0 	DAG-SHAP: Feature Attribution in DAG based on Edge Intervention
zd5Knrtja4	5,3,6,6         	5.0 	TimeRAF: Retrieval-Augmented Foundation model for Zero-shot Time Series Forecasting
NvDRvtrGLo	6,6,3           	5.0 	TRENDy: Temporal Regression of Effective Nonlinear Dynamics
Ysdo3fyD4Q	3,5,6,6         	5.0 	VEnhancer: Generative Space-Time Enhancement for Video Generation
Nw7i9Gd1WU	5,6,6,5,3       	5.0 	Exploration in the Face of Strategic Responses: Provable Learning of Online Stackelberg Games
IiRlImvLQI	3,5,5,6,6       	5.0 	CycleAug: Cycle-Consistent Visual Augmentation for Large Multimodal Models
IgrLJslvxa	5,5,6,5,6,3     	5.0 	PoisonBench: Assessing Large Language Model Vulnerability to Data Poisoning
Yj6IdXSOZk	3,6,8,3         	5.0 	CF-GISS: Collision-Free Generative 3D Indoor Scene Synthesis with Controllable Floor Plans and Optimized Layouts
3lZd6eoPJz	5,6,6,3         	5.0 	PBCAT: Patch-Based Composite Adversarial Training against Physically Realizable Attacks on Object Detection
IcPkW3QNW2	5,5,5,5,5       	5.0 	DepthSplat: Connecting Gaussian Splatting and Depth
bSq0XGS3kW	6,5,3,6         	5.0 	On the Transfer of Object-Centric Representation Learning
bO31lfEdos	5,5,5           	5.0 	Mitigating Object Hallucination in Large Vision Language Model with Human-Free Reinforcement Learning
IZjBfdVRB0	3,6,6           	5.0 	Parameter-Efficient Fine-Tuning   via Circular Convolution
IXFCPqFHMQ	8,8,3,1         	5.0 	SceneFunctioner: Tailoring Large Language Model for Function-Oriented Interactive Scene Synthesis
pzmbxkCBiq	3,8,3,6         	5.0 	Understanding Likelihood Over-optimisation in Direct Alignment Algorithms
bVdcAZAW2h	5,5,5           	5.0 	Enjoy Your Layer Normalization with the Computation Efficiency of RMSNorm
IT7LSnBdtY	5,5,5,5         	5.0 	Are you SURE? Enhancing Multimodal Pretraining with Missing Modalities through Uncertainty Estimation
50UzaXh0gC	5,5,5,5         	5.0 	One Wave to Explain Them All: A Unifying Perspective on Post-hoc Explainability
IQxBDLmVpT	3,6,8,3         	5.0 	Generalization v.s. Memorization: Tracing Language Models’ Capabilities Back to Pretraining Data
IZOeRDS6zU	5,5,5,5         	5.0 	Perceptogram: Visual Reconstruction from EEG Using Image Generative Models
t2yD3IaIMc	5,5,5,5         	5.0 	Hypernetwork-Based Equivariant CNNs
sFGMkoBjUe	6,6,3,5         	5.0 	Lookahead Shielding for Regular Safety Properties in Reinforcement Learning
sEARCNzhrP	5,5,5           	5.0 	Interaction Makes Better Segmentation: An Interaction-based Framework for Temporal Action Segmentation
4sJJixGIZX	3,5,6,6         	5.0 	Online Continual Graph Learning
Nx1XZWcLcW	5,5,5,5,5       	5.0 	MoMa: Efficient Early-Fusion Pre-training with Mixture of Modality-Aware Experts
s4yXbEfZV5	3,6,6           	5.0 	PrML: Progressive Multi-Task Learning for Monocular 3D Human Pose Estimation
kpLMN5fok1	3,5,6,6         	5.0 	From Complex to Atomic: Enhancing Augmented Generation via Knowledge-Aware Dual Rewriting and Reasoning
NxLWeK4P3q	6,3,6           	5.0 	Unified Universality Theorem for Deep and Shallow Joint-Group-Equivariant Machines
bCi3Jz0q02	6,3,5,6         	5.0 	Towards Efficient and Accurate Identification of Memorization in Deep Models
kn2OZa8rOf	5,5,5,5         	5.0 	Rethinking Attentions in Zero-Shot Real Image Editing
J2EmNMLoxv	5,5,5,5         	5.0 	SyncFlow: Temporally Aligned Joint Audio-Video Generation from Text
bG61JDN4E8	6,6,3,5         	5.0 	LANE: Label-Aware Noise Elimination for Fine-Grained Text Classification
O34CXUAZ0E	3,6,6,5         	5.0 	MARS: A Malignity-Aware Backdoor Defense in Federated Learning
O6DKGUwv0m	5,5,5           	5.0 	Empowering Teachers with Enhanced Knowledge via Variable Scale Distillation Framework
O6W9SJRZRA	3,5,6,6         	5.0 	Right on Time: Revising Time Series Models by Constraining their Explanations
O7wTfBLSFn	3,6,5,6,5       	5.0 	Private Wasserstein Distance
4wuvmJRAU4	5,6,3,6         	5.0 	Interfering with Interference: Blind Shuffling and Superposition for Better Multi-Model Compression
1nHQRsb3Ze	5,5,5           	5.0 	Auxiliary Classifiers Improve Stability and Efficiency in Continual Learning
CuwjD3cazX	5,5,5           	5.0 	Length Desensitization in Direct Preference Optimization
ZtTgoomrT1	3,5,6,6         	5.0 	Enhancing Solutions for Complex PDEs: Introducing Translational Equivariant Attention in Fourier Neural Operators
ubuGgIPVD0	5,5,5,5         	5.0 	TSTTC: A Large-Scale Dataset for Time-to-Contact Estimation in Driving Scenarios
